RID|CompanyID|BoothNo|CompanyNameEn|CompanyNameSc|CompanyNameTc|Product_Name_SC|Rroduct_Description_SC|Product_Name_TC|Rroduct_Description_TC|Product_Name_EN|Rroduct_Description_EN|
17125|227427|5.1K41|MATSUI |松井|松井|高功能、多用途的最新款模温机|"1：与现有模温机相比，加热能力平均提高了20%。 高功能、多用途的最新款模温机    •对应注塑机的模板宽幅化。    •对应需求扩大的滚筒、套筒的温控，能预测设定温度的到达时间。  2：提高控制精度。    •通过优化程序和提升水泵流量，实现高精度。   3：对应碳素纤维等新材料的成型。    •标配程序温控功能，升温、降温、中间温度的保持等。  4：成型品质的高度再现。    •具备丰富的模拟数据输入和数据记录的功能，包含高精度的履历。  5：高功能化的定制服务。    •通信（SPI•MODBUS）、电力监控、流量监控、压力监控等IOT物联网需求的对应。 "|高功能、多用途的最新款模溫機|"1：與現有模溫機相比，加熱能力平均提高了20%。 高功能、多用途的最新款模溫機    •對應注塑機的範本寬幅化。    •對應需求擴大的滾筒、套筒的溫控，能預測設定溫度的到達時間。  2：提高控制精度。    •通過優化程式和提升水泵流量，實現高精度。   3：對應碳素纖維等新材料的成型。    •標配程式溫控功能，升溫、降溫、中間溫度的保持等。  4：成型品質的高度再現。    •具備豐富的類比資料登錄和資料記錄的功能，包含高精度的履歷。  5：高功能化的定制服務。    •通信（SPI•MODBUS）、電力監控、流量監控、壓力監控等IOT物聯網需求的對應。 "|New born High-tech Multi-function Molding Temperature Controller|"1Comparing with the old type of mold temperature controller,the heating ability is 20% up in average. 2The accuracy in temperature control increased. 3Fit the molding of new materials such as carbon fiber. 4Highly reappearance of the molding quality. 5High functionality customized service .(Fit the IOT-Internet of Things needs such as SPIMODBUSelectrical power monitoringflow monitoringpressure monitoring.)"|
17126|229528|5.1R51|SHOWTAN TECHNO-MACHINE NANJING CO.,LTD |南京昭凌精密机械有限公司|南京昭淩精密機械有限公司|CNC加工金属塑料零件干冰去毛刺机|"目前国内流行的手机壳及手机相关配件所采用的纳米成型工艺必然包含CNC加工，CNC加工后出现的毛刺是困扰所有客户的头疼难题。 干冰喷射型毛刺去除工艺作为在金属机壳，精密注塑件CNC后形成的毛刺去除上的运用属于先例，。 由日本昭和电工引进开发的干冰去毛刺机可以在节省人力，提高效率，提升品质方面发挥巨大作用，是目前市场上代替人工的最佳选择。 "|CNC加工金屬塑膠零件乾冰去毛刺機|"目前國內流行的手機殼及手機相關配件所採用的納米成型工藝必然包含CNC加工，CNC加工後出現的毛刺是困擾所有客戶的頭疼難題。 乾冰噴射型毛刺去除工藝作為在金屬機殼，精密注塑件CNC後形成的毛刺去除上的運用屬於先例，。 由日本昭和電工引進開發的乾冰去毛刺機可以在節省人力，提高效率，提升品質方面發揮巨大作用，是目前市場上代替人工的最佳選擇。 "|Cyogenic Rubber Deflashing Machine Dry Ice Cleaning Machine|Cyogenic Rubber Deflashing Machine Dry Ice Cleaning Machine|
17127|230473|5.1R61|UNITIKA (SHANGHAI) LTD. |尤尼吉可（上海）贸易有限公司|尤尼吉可（上海）貿易有限公司|NANOCON|"优点：低比重、高刚性、良外观、低翘曲、流动性好、可实现高光泽金属色调的免喷涂材料 独特技术：①在尼龙聚合过程中加入纳米级补强材料，强化材添加量低于5%即可打到普通尼龙15%~20%的物理强度，基于这一特殊的生产技术，带来了以上的优点； ②在NANOCON中加入金属色调添加材的独特加工技术，可以生产出表面色泽光亮的金属色调材料，替代传统的成形+喷涂工序，实现带金属光泽部品的免喷涂一次成形； 应用领域：汽车引擎盖、汽车内饰件、家电产品部件  Foamilon 优点：射出发泡材料、良外观、轻量化、高刚性、低翘曲 独特技术：利用独特的化学发泡和材料加工方法，赋予成型品良外观及高刚性，利用公模后退法最多可以实现2倍发泡 应用领域：汽车零部件、家电、工业用零部件 "|NANOCON|"優點：低比重、高剛性、良外觀、低翹曲、流動性好、可實現高光澤金屬色調的免噴塗材料 獨特技術：①在尼龍聚合過程中加入納米級補強材料，強化材添加量低於5%即可打到普通尼龍15%~20%的物理強度，基於這一特殊的生產技術，帶來了以上的優點； ②在NANOCON中加入金屬色調添加材的獨特加工技術，可以生產出表面色澤光亮的金屬色調材料，替代傳統的成形+噴塗工序，實現帶金屬光澤部品的免噴塗一次成形； 應用領域：汽車引擎蓋、汽車內飾件、家電產品部件  Foamilon 優點：射出發泡材料、良外觀、輕量化、高剛性、低翹曲 獨特技術：利用獨特的化學發泡和材料加工方法，賦予成型品良外觀及高剛性，利用公模後退法最多可以實現2倍發泡 應用領域：汽車零部件、家電、工業用零部件 "|NANOCON|NANOCON|
17128|230468|11.3M25|Shandong C-plastics Technology Co. Ltd.|山东云塑高分子材料科技有限公司|山東雲塑高分子材料科技有限公司|充电桩（枪）专用耐低温PC|充电桩（枪）专用耐低温PC，可在零下40℃保持良好的冲击性能，阻燃、耐候性能优良，可满足室外环境使用的要求，并可以大幅降低成本取代国外知名厂家对应之产品。|充電樁（槍）專用耐低溫PC|充電樁（槍）專用耐低溫PC，可在零下40℃保持良好的衝擊性能，阻燃、耐候性能優良，可滿足室外環境使用的要求，並可以大幅降低成本取代國外知名廠家對應之產品。|Low temperature resistant PC resin specialized for charging pile|Low temperature resistant PC showing good impact toughness, flame resistant and weather resistant properties at -40℃, can fully satisfy the requirements of charging pile outdoor environment using. This product can replace related products of foreign well-known manufacturers to reduce the cost greatly.|
17129|230468|11.3M25|Shandong C-plastics Technology Co. Ltd.|山东云塑高分子材料科技有限公司|山東雲塑高分子材料科技有限公司|高导电耐磨PPS/CF复合材料|碳纤维增强聚苯硫醚复合材料具有优异的导电、耐磨和尺寸稳定性等，体积电阻率为103~105Ω，摩擦因数可以降低到0.13~0.17，可以满足齿轮、密封圈、机械产品配件、电磁屏蔽以及防静电产品的使用要求，广泛应用于电子电器、航天航空、轨道交通领域，并可以大幅降低成本取代国外知名厂家对应之产品。|高導電耐磨PPS/CF複合材料|碳纖維增強聚苯硫醚複合材料具有優異的導電、耐磨和尺寸穩定性等，體積電阻率為103~105Ω，摩擦因數可以降低到0.13~0.17，可以滿足齒輪、密封圈、機械產品配件、電磁遮罩以及防靜電產品的使用要求，廣泛應用於電子電器、航太航空、軌道交通領域，並可以大幅降低成本取代國外知名廠家對應之產品。|PPS/CF polymer composites with high electrical conductivity and wear-resisting property|Carbon fiber reinforced PPS composites have excellent electrical conductivity, wear-resistance, and dimensional stability properties. The volume resistivity can be achieved from 103Ω to 105Ω, and the friction coefficient can be reduced to from 0.13 to 0.17. PPS/CF composites of C-plastic not only can meet the requirements of gear, seal ring, machinery parts, EMI and anti-static products, but also can replace related products of foreign well-known manufacturers to reduce the cost greatly.|
17130|227833|9.2K23|Dynisco Shanghai Sensor and Instrument Co., Ltd|单尼斯科（上海）仪器仪表有限公司|單尼斯科（上海）儀器儀錶有限公司|ViscoIndicator在线流变仪|ViscoIndicator在线流变仪可重现实验室熔融指数仪(MFR)或毛细管流变仪的测试条件。ViscoIndicator具有大多数车间工作人员熟悉的外观和使用体验。产品优势： • 兼容挤出机上的标准压力端口 • 允许流变磁头安装在狭窄空间内 • 允许自行安装，无需现场服务人员 • 易用、直观的界面，让用户可享受到更多的Microsoft现有服务项目 • 可直接从挤出机上的熔融指数仪上复制测试结果，无需配备测试技术员 • 无需进行特殊、昂贵的木箱运输和处置|ViscoIndicator線上流變儀|ViscoIndicator線上流變儀可重現實驗室熔融指數儀(MFR)或毛細管流變儀的測試條件。ViscoIndicator具有大多數車間工作人員熟悉的外觀和使用體驗。產品優勢： • 相容擠出機上的標準壓力埠 • 允許流變磁頭安裝在狹窄空間內 • 允許自行安裝，無需現場服務人員 • 易用、直觀的介面，讓使用者可享受到更多的Microsoft現有服務專案 • 可直接從擠出機上的熔融指數儀上複製測試結果，無需配備測試技術員 • 無需進行特殊、昂貴的木箱運輸和處置|ViscoIndicator Online Rheometer|The ViscoIndicator Online Rheometer duplicates the test conditions of a Laboratory Melt Flow Rate Tester (MFR) or Capillary Rheometer. Melt viscosity measurements such as melt flow rate and intrinsic viscosity are primary specifications of thermoplastic resins. MFR and melt viscosity are related to polymer molecular properties so these numbers give some measure of the physical properties of their product as well as polymer processability. The ViscoIndicator has the look and feel that will be familiar to most shop personnel. Product Benefit • Compatible with the standard pressure port on extruders • Enables rheological head to mount into tight spaces • Allows you to self – install without the need for field service personnel • Easy to use, intuitive interface allows users to leverage many existing Microsoft services • Duplicates the test result from a melt flow indexer right at the extruder without the need for a test technician|
17131|226529|2.1J21|Xinle Huabao Plastic Machinery Co.,LTD|新乐华宝塑料机械有限公司|新樂華寶塑膠機械有限公司|3米宽四工位卷取流延缠绕膜生产线|本机组采用最新四工位收卷，换卷时间仅需25秒，可在线制造2寸、3寸手用缠绕膜，无需二次复卷，每年可为用户节约20万元人工成本。|3米寬四工位卷取流延纏繞膜生產線|本機組採用最新四工位收卷，換卷時間僅需25秒，可線上製造2寸、3寸手用纏繞膜，無需二次複卷，每年可為使用者節約20萬元人工成本。|3 meters wide Four Shaft Winding Cast Stretch Film Line|This line is equipped with the newest 4-shaft winder with 25-second change cycle. It can online produce both 3" core and 2" core hand roll, without rewinding again,saving more than USD40,000 per year only for the labor cost.|
17132|229755|1.2P61|DO NGGUAN NEW LI BANG MA CHINERYCO,LTD|东莞市新力邦机械有限公司|東莞市新力邦機械有限公司|气柱袋生产设备|气柱袋包装行业的生产设备: 1,生产过程简单,速度比泡沫袋,珍珠棉生产。 2,运输成本低。 3、天然气喷嘴没有印刷,降低成本。 4,可以用来缓冲,减少振动,防震,抗破碎的高端产品。|氣柱袋生產設備|氣柱袋包裝行業的生產設備: 1,生產過程簡單,速度比泡沫袋,珍珠棉生產。 2,運輸成本低。 3、天然氣噴嘴沒有印刷,降低成本。 4,可以用來緩衝,減少振動,防震,抗破碎的高端產品。|Gas bag production equipment|The gas bag production equipment in the packaging industry: 1, the production process is simple, faster than bubble bags and pearl cotton production. 2, low transport costs. 3, gas nozzle without printing, reduce costs. 4, can be used to buffer and reduce vibration, shock proof, anti crushing of the high-end products.|
17133|227143|9.2J07|Thermo Fisher Scientific|赛默飞世尔科技|賽默飛世爾科技|MiniLab 3 微量混合器|HAAKE新型MiniLab3微量混合器专为少量样品（5g或7cm3）混合研制开的，是材料科学研究、昂贵添加剂试验和新配方开发的理想选择。配有一对可同向或异向旋转锥形螺杆，通过回流通道和旁路开关可控制停留时间。通达通道内两个压力传感器，可测量溶体高达350℃（420℃可选）时的粘度。现操作系统可由Windows系统或平板电脑（Android & IOS系统均可）控制。|MiniLab 3 微量混合器|HAAKE新型MiniLab3微量混合器專為少量樣品（5g或7cm3）混合研製開的，是材料科學研究、昂貴添加劑試驗和新配方開發的理想選擇。配有一對可同向或異向旋轉錐形螺杆，通過回流通道和旁路開關可控制停留時間。通達通道內兩個壓力感測器，可測量溶體高達350℃（420℃可選）時的粘度。現作業系統可由Windows系統或平板電腦（Android & IOS系統均可）控制。|HAAKE MiniLab 3|The Thermo Scientific new HAAKE MiniLab 3 compounds small sample amounts of 5 g or 7 cm3. This miniaturized, high-tech tool is perfect for research in material science, such as testing of expensive additives and the development of new formulations. The system is based on a conical, twin-screw compounder with an integrated backflow channel. Due to the channel and a bypass valve, the residence time is well defined. Two pressure transducers are integrated in the backflow channel. They allow the measurement of (relative) melt viscosity (counter-rotating screws required). This micro compounder can be used with co- or counter-rotating screws and is equipped with an inert gas flush system. The Computer control via Windows Software, or via state of the art Tablet PC (App available for Android & IOS) now.|
17134|230652|12.1S05|Shanghai Linso Industry CO., LTD|上海玲硕实业有限公司|上海玲碩實業有限公司|耐磨耐高温金属分离器|科瑞奇Korich金属分离器是中国唯一一款引进德国核心技术的金属分离器，采用电磁感应原理，用于检测并自动分离塑料原料或回料中的磁性及非磁性金属杂质（如铁、铜、铝、不锈钢等金属杂质），即使金属内嵌于产品中也能检测并分离出来。最小可检测并分离出Φ 0.2mm的金属颗粒。 新产品耐磨耐高温系列攻克了金属分离器在塑料行业应用中遇到的高温和易磨损难题，此机型耐120度高温，通道使用特殊耐磨材料制作，即不影响检测精度又能经受高玻纤含量高的塑料粒子流动过程引起的磨损，该系列广泛的应用在造粒行业|耐磨耐高溫金屬分離器|科瑞奇Korich金屬分離器是中國唯一一款引進德國核心技術的金屬分離器，採用電磁感應原理，用於檢測並自動分離塑膠原料或回料中的磁性及非磁性金屬雜質（如鐵、銅、鋁、不銹鋼等金屬雜質），即使金屬內嵌於產品中也能檢測並分離出來。最小可檢測並分離出Φ 0.2mm的金屬顆粒。 新產品耐磨耐高溫系列攻克了金屬分離器在塑膠行業應用中遇到的高溫和易磨損難題，此機型耐120度高溫，通道使用特殊耐磨材料製作，即不影響檢測精度又能經受高玻纖含量高的塑膠粒子流動過程引起的磨損，該系列廣泛的應用在造粒行業|Metal Separator|Korich Metal Separator is the only one metal separator introduced Germany core technology in China, based on the principle of electromagnetic induction, it is used for detecting and automatic separation of magnetic and non-magnetic metal particles (ferrum, copper, aluminium , stainless steel etc) from plastic granulate materials. Korich Metal Separator for free-fall applications and with innovative High Resolution Frequency Technology, offers an extremely high scanning sensitivity for all metals. Contaminants are separated and sorted using various rapid-reacting mechanical or pneumatic devices; reject flaps, pneumatic pushers, extraction systems or air blast units. Metal contaminants (even those contained in granulate) are removed by means of a reject flap (‘Quick Flap System’) without any interruption to the material flow. Metal particles as small as Φ 0.2mm in diameter can be detected and separated.|
17135|230676|4.2S09|" SHINWOO COSTEC CO., LTD."|" SHINWOO COSTEC CO., LTD."|" SHINWOO COSTEC CO., LTD."|世界最初 電動式 射出 3D-blowing機|世界最初 電動式 射出 blowing機 立體化 成型 印刷|世界最初 電動式 射出 3D-blowing機|世界最初 電動式 射出 blowing機 立體化 成型 印刷|The first pet 3d in mold labeling machine operated by full motor system|1.the first pet 3d in mold labeling machine.-characters that stand out through the 3d shaping. 2.cost saving through reduce 70% energy 3.3d design products for specific areas of merchantability 4.water, beverage, carbonated water, cosmetic & alcohol vessels etc.|
17136|226456|9.2L31|Branson Ultrasonics (Shanghai) Co.,Ltd|必能信超声（上海）有限公司|必能信超聲（上海）有限公司|GLX 系列激光焊接机|必能信公司秉承70多年的创新发展, 拥有众多专利技术. STTIr同步激光扫描技术就是其中之一. 近年来, 高质.快速塑料焊接成为行业趋势. 为满足日益复杂的用户及行业需求, 必能信公司结合STTIr专利技术开发了新型激光焊接机: GLX. GLX拥有无与伦比的技术优势, 快速而稳定的焊接速度, 高效而洁净的焊接质量, 可以充分满足用户的各类需求. 无论是超大部件、复杂曲面还是工业自动化要求, 作为行业旗舰的GLX都能给用户提供高质、高效的解决方案.|GLX 系列鐳射焊接機|必能信公司秉承70多年的創新發展, 擁有眾多專利技術. STTIr同步鐳射掃描技術就是其中之一. 近年來, 高質.快速塑膠焊接成為行業趨勢. 為滿足日益複雜的用戶及行業需求, 必能信公司結合STTIr專利技術開發了新型鐳射焊接機: GLX. GLX擁有無與倫比的技術優勢, 快速而穩定的焊接速度, 高效而潔淨的焊接品質, 可以充分滿足用戶的各類需求. 無論是超大部件、複雜曲面還是工業自動化要求, 作為行業旗艦的GLX都能給用戶提供高質、高效的解決方案.|GLX Series Laser Welder|With a heritage of more than 70 years of proven innovation, Branson holds numerous patents for laser welding, including our patented Simultaneous Through-Transmission Infrared (STTIr) laser welding technology. Now, in response to the growing demand for applications calling for large parts with increasing geometric complexity, Branson has incorporated the revolutionary capabilities of STTIr technology into a new, larger-format laser welder—the GLX. The GLX allows designers to incorporate barely visible, particulate-free weld lines into large part designs for superior aesthetics, maximum performance, and unmatched production efficiency. It provides a fast, servo lift table drive with simultaneous movement of front door and lift table. The GLX can easily integrate into automated production lines and pass-through operations with its automatic front and rear door and automatic tool change process.|
17137|227468|3.2C45|NATIONAL RECOVERY TECHNOLOGIES|美国国家回收技术公司|美國國家回收技術公司|NRT的专有飞行分拣技术和连续自动校准技术|新平台采用了NRT的专有飞行分拣技术和连续自动校准，并引入了众多新功能，从检测和弹出到飞行轨迹,空气和冷却系统，以及其他改进的接入点都设计为向客户提供更好的性能。|NRT的專有飛行分揀技術和連續自動校準技術|新平臺採用了NRT的專有飛行分揀技術和連續自動校準，並引入了眾多新功能，從檢測和彈出到飛行軌跡,空氣和冷卻系統，以及其他改進的接入點都設計為向客戶提供更好的性能。|NRT’s proprietary In-Flight Sorting® technology and continuous auto-calibration|"NRT’s proprietary In-Flight Sorting® technology and continuous auto-calibration, and introduces numerous new features which include performance-enhancing design and internalized controls. The new platform incorporates NRT’s proprietary In-Flight Sorting® technology and continuous auto-calibration, and introduces numerous new features which include performance-enhancing design and internalized controls.From detection and ejection to flight trajectory. The air and cooling system, an accessible and upgraded ejection block, and larger clear side panels and other improved access points are all designed to deliver recovery, purity and maintenance benefits to the customer."|
17138|226787|2.2B21|Jiangsu Cenmen Equipment Corp.,Ltd|江苏诚盟装备股份有限公司|江蘇誠盟裝備股份有限公司|聚苯乙烯挤塑板（XPS）生产线|在保证制品品质不变甚至更高的前提下，实现了二氧化碳组合发泡剂对氟利昂发泡剂的完美替换；制品泡孔细密均匀，板材的抗压强度能够提高15%以上；符合国际上绿色环保的要求，完全对传统含氟发泡剂实现替代；在制品品质提高的情况下，单位成本下降；制品的发泡泡孔细密均匀，外观平整；建筑物屋面保温、钢结构屋面、建筑物墙体保温、建筑物地面保湿、广场地面、地面冻胀控制、中央空调通风管道、高寒地区公路、铁路、机场跑道的路基下铺设抗压垫层、、室内装潢、广告板、广泛适用于室内装潢、吊顶、隔音墙、夹心门填充材料。|聚苯乙烯擠塑板（XPS）生產線|在保證製品品質不變甚至更高的前提下，實現了二氧化碳組合發泡劑對氟利昂發泡劑的完美替換；製品泡孔細密均勻，板材的抗壓強度能夠提高15%以上；符合國際上綠色環保的要求，完全對傳統含氟發泡劑實現替代；在製品品質提高的情況下，單位成本下降；製品的發泡泡孔細密均勻，外觀平整；建築物屋面保溫、鋼結構屋面、建築物牆體保溫、建築物地面保濕、廣場地面、地面凍脹控制、中央空調通風管道、高寒地區公路、鐵路、機場跑道的路基下鋪設抗壓墊層、、室內裝潢、廣告板、廣泛適用於室內裝潢、吊頂、隔音牆、夾心門填充材料。|XPS Board Production Line|1. Achieve the perfect replacement of CO2 composite foaming agent for CFC foaming agent; And the compressive strength of fine products can improve more than 15% 2.Meet the requirements of international green environmental protection,also save cost of raw material. 3.The bubble hole is fine and uniform 4.Widely used in construction industry|
17139|226412|12.2M35|NATUREWORKS, LLC.| NATUREWORKS, LLC.| NATUREWORKS, LLC.|可堆肥降解咖啡胶囊|单杯冲制的咖啡，茶和软饮料的独立包装日益普及，如何防止用过的胶囊最终掉在垃圾填埋场中的问引起了关注。几年来，NatureWorks公司联合复合材料单位，制造商和咖啡公司已经进行了全面的研究和开发工作，使用Ingeo解决了许多技术挑战，满足使用胶囊时的滴灌和高压的温度要求并且保持其堆肥性。 NatureWorks在Chinaplas会展示一系列成功的Ingeo可堆肥胶囊包装，包括薄膜，刚性胶囊以及用于过滤的无纺布技术，成就了在咖啡平台上开辟成功的新途径。|可堆肥降解咖啡膠囊|單杯沖制的咖啡，茶和軟飲料的獨立包裝日益普及，如何防止用過的膠囊最終掉在垃圾填埋場中的問引起了關注。幾年來，NatureWorks公司聯合複合材料單位，製造商和咖啡公司已經進行了全面的研究和開發工作，使用Ingeo解決了許多技術挑戰，滿足使用膠囊時的滴灌和高壓的溫度要求並且保持其堆肥性。 NatureWorks在Chinaplas會展示一系列成功的Ingeo可堆肥膠囊包裝，包括薄膜，剛性膠囊以及用於過濾的無紡布技術，成就了在咖啡平臺上開闢成功的新途徑。|Compostable Coffee Capsules|The increasing popularity of single serve beverage systems for coffee, tea, and soft drinks raises the question of how best to prevent spent capsules ending up in landfills. For several years, NatureWorks, compounders, converters, and coffee companies have engaged in a comprehensive research and development effort, using Ingeo to solve the many technical challenges presented in making a capsule the meets the temperature requirements for both the drip and high pressure platforms while maintaining compostability. NatureWorks shows at Chinaplas a range of successful Ingeo implementations of compostable pods. The technical achievements in films, rigid capsule bodies, and nonwovens, used for filtration, has opened new pathways to achieve success in both coffee platforms.　|
17140|230329|12.2K61|MOMENTIVE PERFORMANCE MATERIALS INC.|迈图高新材料集团|邁圖高新材料集團|Silopren* LSR27x9 - PC 自粘接液态硅胶|Momentive的 Silopren* LSR 27x9 自粘接液态硅胶系列是高效自粘接的液态硅胶, 可以适用于众多热塑性材料尤其是液态硅胶和PC(聚碳酸酯)、PBT和聚酯材料等热塑性塑料的粘接需求。Silopren* LSR 27x9自粘接液态硅胶系列是通过注射成型工艺实现塑料和液态硅胶即时自粘接的理想选择。也为许多无法二段硫化, 对温度敏感的的基材应用和加工提供了解决方案.  优异的自粘接性能,  尤其是和PC材料使得产品拥有独特的防水性、耐久性和提升保护性能. 从而广泛用于消费电子、可穿戴设备, 医疗、包装、汽车和工业应用当中。为达到硅胶弹性体和部分热塑性塑料之间粘接性能，现有的技术仍面临粘接方面的挑战. 传统的方法常需要在基材表面使用底涂剂或是对基材表面做预处理工艺 即使這樣, 一些塑料如PC (聚碳酸酯) 添加底涂工艺后仍然达不到粘接要求。使用Silopren* LSR 27x9 自粘接液态硅胶系列, 客户不再需要在基材表面使用底涂剂或是对基材表面做预处理工艺。对此，Momentive Silopren* LSR 27x9自粘接液态硅胶 系列提供了对应的解决方案. 从而大大 提升了客户软硬件结构设计自由度以及加工工艺的灵活度.<br /><br />*Silopren 是迈图高新材料集团的商标。|Silopren* LSR27x9 - PC 自粘接液態矽膠|Momentive的 Silopren* LSR 27x9 自粘接液態矽膠系列是高效自粘接的液態矽膠, 可以適用於眾多熱塑性材料尤其是液態矽膠和PC(聚碳酸酯)、PBT和聚酯材料等熱塑性塑料的粘接需求。Silopren* LSR 27x9自粘接液態矽膠系列是通過注射成型工藝實現塑料和液態矽膠即時自粘接的理想選擇。也為許多無法二段硫化, 對溫度敏感的的基材應用和加工提供了解決方案.  優異的自粘接性能,  尤其是和PC材料使得產品擁有獨特的防水性、耐久性和提升保護性能. 從而廣泛用於消費電子、可穿戴設備, 醫療、包裝、汽車和工業應用當中。為達到矽膠彈性體和部分熱塑性塑料之間粘接性能，現有的技術仍面臨粘接方面的挑戰. 傳統的方法常需要在基材表面使用底塗劑或是對基材表面做預處理工藝 即使這樣, 一些塑料如PC (聚碳酸酯) 添加底塗工藝後仍然達不到粘接要求。使用Silopren* LSR 27x9 自粘接液態矽膠系列, 客戶不再需要在基材表面使用底塗劑或是對基材表面做預處理工藝。對此，Momentive Silopren* LSR 27x9自粘接液態矽膠 系列提供了對應的解決方案. 從而大大 提升了客戶軟硬件結構設計自由度以及加工工藝的靈活度.<br /><br />*Silopren 是邁圖高新材料集團的商標。|Silopren* LSR 27x9 series – Self-bonding liquid silicone rubber|The self-bonding technology offered by Silopren* LSR 27x9 series can enable the efficient one-step over molding of silicone elastomers with thermoplastics and other selected substrates. Silopren* LSR 27x9 liquid silicone rubber series can adhere to many select substrates, such as PC (polycarbonate), PBT, polyester and etc. without the need for surface treatment and without adhering to metal molds. It also offers strong in-mold adhesion with PC without the need for primers. Additionally, it can allow short cycle times and one step curing to help improve productivity and enhance design freedom. These attributes make Silopren* LSR 27x9 series an excellent candidate for applications that require waterproofing, durability, soft touch feeling, aging stability, and other potential soft-hard design combinations. Additionally, this series can be used in low temperature molding, and its low viscosity can allow its use with a variety of molding processes. Silopren* liquid silicone rubber is also available in medical grades (Silopren* LSR 47x9 liquid silicone rubber).<br /><br />*Silopren is a trademark of Momentive Performance Materials Inc.|
17141|230329|12.2K61|MOMENTIVE PERFORMANCE MATERIALS INC.|迈图高新材料集团|邁圖高新材料集團|Silopren* LSR4655 SL自润滑液态硅胶|Momentive Silopren* LSR4655 SL自润滑液态硅胶能够帮助医疗设备制造商改进材料特性, 尤其是一些重要的应用如无针阀，O形圈，止动器和其他医疗用组装零件。Silopren* LSR4665 SL自润滑液态硅胶可为许多专业应用提供增强的表面润滑性, 实现传统硅胶模具部件无法达到的高表面润滑性。使用Silopren* LSR4665 SL自润滑液态硅胶, 客户不再需要二次润滑过程，就能大大减少摩擦系数实现润滑效果，这也大大提高装配组件过程中的安装效率。硫化后延迟的润滑剂表面有助于防止模具结垢，同时还改善模制部件的寿命。该产品符合相关标准（USP Class VI和ISO 10993第5、6、10、11部分）中生物相容性的规定。<br /><br />*Silopren 是迈图高新材料集团的商标。|Silopren* LSR4655 SL自潤滑液態矽膠|Momentive Silopren* LSR4655 SL自潤滑液態矽膠能夠幫助醫療設備製造商改進材料特性, 尤其是一些重要的應用如無針閥，O形圈，止動器和其他醫療用組裝零件。Silopren* LSR4665 SL自潤滑液態矽膠可為許多專業應用提供增強的表面潤滑性, 實現傳統矽膠模具部件無法達到的高表面潤滑性。使用Silopren* LSR4665 SL自潤滑液態矽膠, 客戶不再需要二次潤滑過程，就能大大減少摩擦係數實現潤滑效果，這也大大提高裝配組件過程中的安裝效率。硫化後延遲的潤滑劑表面有助於防止模具結垢，同時還改善模制部件的壽命。該產品符合相關標準（USP Class VI和ISO 10993第5、6、10、11部分）中生物相容性的規定。<br /><br />*Silopren 是邁圖高新材料集團的商標。|Silopren* LSR 4655 SL – Self-lubricating liquid silicone rubber|Silopren* LSR 4655 SL liquid silicone rubber can allow health care device designers and equipment manufacturers to introduce advanced material features to critical applications such as needle-free access valves, o-rings, stoppers, and other assembled parts. Silopren* LSR 4665 SL liquid silicone rubber can provide enhanced lubricity to specialized applications requiring a high-slip surface, a feature not generally achievable via traditional silicone mold parts. Silopren* LSR 4665 SL liquid silicone rubber can eliminate the need for secondary lubrication processes that are required to reduce the coefficient lubrication, which in turn can improve the mounting efficiency of molded parts during the assembly of devices. Its delayed lubricant surface bloom after vulcanization can help prevent mold fouling while also improving the longevity of the molded parts. This product meets the following biocompatibility standards: USP Class VI and ISO 10993 parts 5, 6, 10, 11.<br /><br />*Silopren is a trademark of Momentive Performance Materials Inc.|
17142|229180|4.1C41|SACMI|SACMI|SACMI|CM24设备|此次展出的CCM24设备，特别适用于HDPE（高密度聚乙烯）单片的AB29Wmm水盖，重量为1.3克。|CM24設備|此次展出的CCM24設備，特別適用于HDPE（高密度聚乙烯）單片的AB29Wmm水蓋，重量為1.3克。|CCM COMPRESSION MOULDING|CCM24, compression moulding machine for the /production of plastic caps. The CCM24 will feature a mould specially designed for single-piece AB29W-mm HDPE (high density polyethylene) caps for water, weighing just 1.3 grams.|
